date,period,food_inflation,nonfood_inflation,services_inflation,aggregate_inflation,aggregate_inflation_rosstat,aggregate_inflation_cbr,inflation_target,key_rate,real_expected_inflation,real_perceived_inflation,wciom_perceived_index,wciom_expected_index,food_inflation_mom,nonfood_inflation_mom,services_inflation_mom,aggregate_inflation_rosstat_mom
2022-02-01,73,0.11479584072646265,0.08947015380195467,0.061179107098469965,0.09158358750212137,0.09158358750212137,0.0915,0.04,0.2,0.135372,0.171443,69.2579861354584,89.60842067979921,0.015600000000000058,0.007800000000000029,0.011299999999999866,0.011700000000000044
2022-03-01,74,0.18014441659130553,0.2033712729395103,0.099452180404203,0.16695122045602306,0.16695122045602306,0.16690000000000002,0.04,0.2,0.18334499999999998,0.16313,69.86565068651947,81.01039411245324,0.06730000000000014,0.11250000000000004,0.03990000000000005,0.07610000000000006
2022-04-01,75,0.20497723210667562,0.201817147512507,0.10877700931403722,0.1783213954018068,0.1783213954018068,0.1783,0.04,0.17,0.125387,0.199242,63.18251537869324,73.85689679991172,0.028699999999999948,0.005300000000000082,0.010699999999999932,0.015600000000000058
2022-05-01,76,0.20068056210312624,0.19191533857429643,0.10038721912010407,0.17106946702033854,0.17106946702033854,0.171,0.04,0.11,0.114809,0.250926,62.17877238349448,70.69573496922338,0.006000000000000005,-0.0009000000000000119,-0.0031999999999999806,0.0012000000000000899
2022-06-01,77,0.1799215778219312,0.1790112094618015,0.10169772394636811,0.15897380463379385,0.15897380463379385,0.159,0.04,0.095,0.123659,0.23709499999999997,57.65443056626814,72.1533132958265,-0.010999999999999899,-0.0040999999999999925,0.008799999999999919,-0.0034999999999999476
2022-07-01,78,0.16770731425251828,0.1648541829315957,0.10748578692903665,0.15088606000969196,0.15088606000969196,0.151,0.04,0.08,0.108218,0.22177600000000003,53.679963719009635,72.9566366493093,-0.01529999999999998,-0.0043999999999999595,0.014100000000000001,-0.0039000000000000146
2022-08-01,79,0.1577309224833494,0.15503150380965303,0.10450511345943103,0.1429584231782388,0.1429584231782388,0.14300000000000002,0.04,0.08,0.119815,0.20529399999999998,52.56189357425956,73.53163321271848,-0.013599999999999945,-0.0004999999999999449,0.0004999999999999449,-0.005199999999999982
2022-09-01,80,0.14202549260116104,0.14940784088371184,0.11013808953807414,0.13670964452269185,0.13670964452269185,0.1368,0.04,0.075,0.12488400000000001,0.215158,49.53721569014308,78.12960903768699,-0.0037999999999999146,0.0015000000000000568,0.0051000000000001044,0.0004999999999999449
2022-10-01,81,0.1208996417543744,0.14096805320506545,0.11269115183778178,0.12625429916213338,0.12625429916213338,0.1263,0.04,0.075,0.128386,0.182444,49.056250000000006,75.89292708269257,0.0027999999999999137,0.00039999999999995595,0.0023999999999999577,0.0018000000000000238
2022-11-01,82,0.1112701099253397,0.13349149527103688,0.112139276452484,0.1196725832696448,0.1196725832696448,0.1198,0.04,0.075,0.122257,0.17630400000000002,51.41086485354348,79.5889923945745,0.0040000000000000036,0.0005999999999999339,0.007600000000000051,0.0037000000000000366
2022-12-01,83,0.10293777682013894,0.12684642390567635,0.13188401924208515,0.11922835689262867,0.11922835689262867,0.11939999999999999,0.04,0.075,0.121275,0.16293500000000002,51.7713693756068,80.60726561652189,0.006000000000000005,0.0004999999999999449,0.020399999999999974,0.007800000000000029
2023-01-01,84,0.10163303970244875,0.12169742862409683,0.13469238570507125,0.11756597196804286,0.11756597196804286,0.1177,0.04,0.075,0.116154,0.148503,48.82947172280013,76.04668084567027,0.013199999999999878,0.0020999999999999908,0.010099999999999998,0.008399999999999963
2023-02-01,85,0.09328076084688641,0.11212549184480847,0.1300921298152362,0.10972301615013857,0.10972301615013857,0.1099,0.04,0.075,0.121595,0.15013400000000002,54.821051965186875,75.32085298377528,0.007900000000000018,-0.0008000000000000229,0.007200000000000095,0.0045999999999999375
2023-03-01,86,0.025674155191593107,0.0010628921648456746,0.09727283726747182,0.03506085987351959,0.03506085987351959,0.0351,0.04,0.075,0.107132,0.142772,54.609757867075636,74.88091790313092,0.0012999999999998568,0.0014000000000000679,0.009700000000000042,0.0037000000000000366
2023-04-01,87,-4.995602056090398e-05,-0.0027210917108398958,0.09423299958631182,0.023034749055768966,0.023034749055768966,0.0231,0.04,0.075,0.10354200000000001,0.148917,54.2856468147893,74.3399869939365,0.0029000000000001247,0.0015000000000000568,0.007900000000000018,0.0038000000000000256
2023-05-01,88,-0.009095229778227965,0.0015710705408304992,0.11015031348478765,0.024976185355415348,0.024976185355415348,0.025099999999999997,0.04,0.075,0.10805300000000001,0.141135,51.66312635798937,74.43111850697628,-0.0030999999999999917,0.0034000000000000696,0.011299999999999866,0.0031000000000001027
2023-06-01,89,0.001825763139281733,0.009918334207352109,0.10960008037937352,0.03238193401026668,0.03238193401026668,0.0325,0.04,0.075,0.101907,0.138695,52.11330768235308,74.52663999583854,-0.00010000000000010001,0.0041999999999999815,0.008299999999999974,0.0037000000000000366
2023-07-01,90,0.02237707868250638,0.02361248598698107,0.09942427843920165,0.042953458683396395,0.042953458683396395,0.043,0.04,0.085,0.110586,0.13809,55.35214056550256,78.12516275621061,0.004899999999999904,0.009099999999999886,0.0048000000000001375,0.006299999999999972
2023-08-01,91,0.03585122915176098,0.03579956811128837,0.09535844152743267,0.05134070000774993,0.05134070000774993,0.051500000000000004,0.04,0.12,0.11519399999999999,0.13461299999999998,57.811558225557526,81.49722453987931,-0.0006000000000000449,0.011400000000000077,-0.0031999999999999806,0.0027999999999999137
2023-09-01,92,0.04874477988603321,0.045521501151974064,0.09644824198661772,0.05995738540511497,0.05995738540511497,0.06,0.04,0.13,0.117208,0.13753500000000002,62.34219240738835,81.2104625490342,0.008599999999999941,0.010900000000000132,0.006099999999999994,0.008700000000000152
2023-10-01,93,0.059935016368662275,0.05085152879679078,0.0990734173465222,0.06683472919143307,0.06683472919143307,0.0669,0.04,0.15,0.11164999999999999,0.138604,61.64389421961165,80.80126548873874,0.013499999999999845,0.00550000000000006,0.0048000000000001375,0.008299999999999974
2023-11-01,94,0.07207570629718729,0.055787569357799605,0.10420009962275167,0.07470020393091303,0.07470020393091303,0.0748,0.04,0.15,0.121777,0.15119,63.1,81.99998062745291,0.01550000000000007,0.005300000000000082,0.012299999999999978,0.011099999999999888
2023-12-01,95,0.08156027268490584,0.05969203113353494,0.0832068793829619,0.07416701272038995,0.07416701272038995,0.0742,0.04,0.16,0.142423,0.170401,65.28560242784191,82.19126049690435,0.014899999999999913,0.0041999999999999815,0.0009999999999998899,0.007300000000000084
2024-01-01,96,0.08091979088110524,0.06244145662095901,0.08074041485214223,0.07438005655472546,0.07438005655472546,0.07440000000000001,0.04,0.16,0.127157,0.16337,64.30003252374847,76.2416020310805,0.012599999999999945,0.0046999999999999265,0.007800000000000029,0.008599999999999941
2024-02-01,97,0.0807053013899095,0.066056649727956,0.08438866486256424,0.07673286973850102,0.07673286973850102,0.07690000000000001,0.04,0.16,0.11898500000000001,0.151904,58.27859753235761,76.40516687132404,0.00770000000000004,0.0026000000000001577,0.010599999999999943,0.006800000000000139
2024-03-01,98,0.08113702227331743,0.0674405858620144,0.082885105259902,0.07694742246735164,0.07694742246735164,0.07719999999999999,0.04,0.16,0.114659,0.148499,55.4923175073003,76.56705494557846,0.0017000000000000348,0.0026999999999999247,0.008299999999999974,0.0039000000000000146
2024-04-01,99,0.08329304385527614,0.07021177460214578,0.0810586297375866,0.07823486708476612,0.07823486708476612,0.0784,0.04,0.16,0.109688,0.144027,56.9391275933691,76.53305787359214,0.004899999999999904,0.0040999999999999925,0.006199999999999983,0.004999999999999893
2024-05-01,100,0.0911170080600685,0.07149167706329984,0.08533454639827154,0.08285694856065517,0.08285694856065517,0.083,0.04,0.16,0.11707200000000001,0.140311,56.7809840512728,77.1879603195359,0.0040999999999999925,0.0045999999999999375,0.015300000000000091,0.007399999999999851
2024-06-01,101,0.09810085529637713,0.07010456375899587,0.08781026737091446,0.08576988445894518,0.08576988445894518,0.0859,0.04,0.16,0.119129,0.144216,57.607850641493336,77.96169370939617,0.006299999999999972,0.0029000000000001247,0.010599999999999943,0.006399999999999961
2024-07-01,102,0.09668028497904668,0.0666050641450775,0.11357647394279691,0.0912726434878044,0.0912726434878044,0.0913,0.04,0.18,0.124143,0.142425,60.90905580204081,79.28056481565187,0.0036000000000000476,0.005800000000000027,0.02859999999999996,0.011400000000000077
2024-08-01,103,0.0972289543231426,0.0609103169170937,0.11726307342515185,0.09040206299838416,0.09040206299838416,0.09050000000000001,0.04,0.18,0.128889,0.149615,60.8060724660315,82.78289974981355,-0.00010000000000010001,0.006000000000000005,9.999999999998899e-05,0.0020000000000000018
